"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"Peptide ligand-binding receptors"	"Peptide ligand-binding receptors"	"20/626"	"190/7644"	0.145964847219626	0.59283263768299	0.530838508223231	"C3/CXCR4/MC2R/AGTR1/AVPR1A/CXCL12/NPY1R/CCL2/CX3CL1/CCL21/POMC/SSTR2/SAA1/FPR1/RXFP1/CXCL2/PROK1/SSTR5/CXCL1/NTS"	20
"M1"	"FRS2-mediated cascade"	"FRS2-mediated cascade"	"6/626"	"44/7644"	0.147309948517565	0.595853710126151	0.53354365886276	"IL6ST/FGFR1/FGFR2/FGFR4/CDK1/FGF17"	6
"M1"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"Heparan sulfate/heparin (HS-GAG) metabolism"	"7/626"	"54/7644"	0.14978099811193	0.601888585700646	0.5389474510018	"DCN/VCAN/SDC1/SDC2/GPC4/HS6ST3/GPC3"	7
"M1"	"Signaling by EGFR in Cancer"	"Signaling by EGFR in Cancer"	"19/626"	"181/7644"	0.156210097628612	0.601888585700646	0.5389474510018	"UBC/UBB/IL6ST/CDKN1A/PRKCA/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/SPRY1/FGFR2/FGFR4/TRIB3/ADCY4/ADCY5/CDK1/FGF17/KIT"	19
"M1"	"Signaling by EGFRvIII in Cancer"	"Signaling by EGFRvIII in Cancer"	"19/626"	"181/7644"	0.156210097628612	0.601888585700646	0.5389474510018	"UBC/UBB/IL6ST/CDKN1A/PRKCA/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/SPRY1/FGFR2/FGFR4/TRIB3/ADCY4/ADCY5/CDK1/FGF17/KIT"	19
"M1"	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	"19/626"	"181/7644"	0.156210097628612	0.601888585700646	0.5389474510018	"UBC/UBB/IL6ST/CDKN1A/PRKCA/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/SPRY1/FGFR2/FGFR4/TRIB3/ADCY4/ADCY5/CDK1/FGF17/KIT"	19
"M1"	"G alpha (i) signalling events"	"G alpha (i) signalling events"	"24/626"	"236/7644"	0.156872514399836	0.601888585700646	0.5389474510018	"C3/CXCR4/GABBR1/CXCL12/NPY1R/LPAR1/CNR1/ADCY4/CCL21/PTGER3/RGS9/ADCY5/POMC/SSTR2/SAA1/GABBR2/FPR1/RGS11/ADRA2A/ADRA2C/CXCL2/OPN3/SSTR5/CXCL1"	24
"M1"	"Class A/1 (Rhodopsin-like receptors)"	"Class A/1 (Rhodopsin-like receptors)"	"31/626"	"314/7644"	0.157089451525383	0.601888585700646	0.5389474510018	"C3/CXCR4/MC2R/AGTR1/AVPR1A/CXCL12/NPY1R/CCL2/LPAR1/CNR1/CYSLTR2/CX3CL1/HTR2B/CCL21/PTGER3/POMC/PTGFR/SSTR2/SAA1/FPR1/ADRA2A/ADRA2C/RXFP1/CXCL2/PROK1/GNRHR2/OPN3/SSTR5/CXCL1/NTS/GNRHR"	31
"M1"	"Acyl chain remodelling of PG"	"Acyl chain remodelling of PG"	"3/626"	"17/7644"	0.157848928446923	0.601888585700646	0.5389474510018	"PLA2G4A/PLA2G2A/PLA2G1B"	3
"M1"	"Chylomicron-mediated lipid transport"	"Chylomicron-mediated lipid transport"	"3/626"	"17/7644"	0.157848928446923	0.601888585700646	0.5389474510018	"APOE/SDC1/APOA1"	3
"M1"	"Phosphorylation of the APC/C"	"Phosphorylation of the APC/C"	"3/626"	"17/7644"	0.157848928446923	0.601888585700646	0.5389474510018	"CCNB1/CDK1/UBE2C"	3
"M1"	"PKA-mediated phosphorylation of CREB"	"PKA-mediated phosphorylation of CREB"	"3/626"	"17/7644"	0.157848928446923	0.601888585700646	0.5389474510018	"PRKAR2A/ADCY4/ADCY5"	3
"M1"	"PKA activation in glucagon signalling"	"PKA activation in glucagon signalling"	"3/626"	"17/7644"	0.157848928446923	0.601888585700646	0.5389474510018	"PRKAR2A/ADCY4/ADCY5"	3
"M1"	"Zinc transporters"	"Zinc transporters"	"3/626"	"17/7644"	0.157848928446923	0.601888585700646	0.5389474510018	"SLC30A1/SLC30A3/SLC30A2"	3
"M1"	"Downstream signaling of activated FGFR"	"Downstream signaling of activated FGFR"	"16/626"	"149/7644"	0.159204614881879	0.601888585700646	0.5389474510018	"IL6ST/CDKN1A/PRKCA/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/FGFR2/FGFR4/TRIB3/ADCY4/ADCY5/CDK1/FGF17/KIT"	16
"M1"	"Calmodulin induced events"	"Calmodulin induced events"	"4/626"	"26/7644"	0.159205359988128	0.601888585700646	0.5389474510018	"PRKCA/PRKAR2A/ADCY4/ADCY5"	4
"M1"	"CaM pathway"	"CaM pathway"	"4/626"	"26/7644"	0.159205359988128	0.601888585700646	0.5389474510018	"PRKCA/PRKAR2A/ADCY4/ADCY5"	4
"M1"	"EGFR downregulation"	"EGFR downregulation"	"4/626"	"26/7644"	0.159205359988128	0.601888585700646	0.5389474510018	"UBC/UBB/EGFR/SPRY1"	4
"M1"	"Prefoldin mediated transfer of substrate  to CCT/TriC"	"Prefoldin mediated transfer of substrate  to CCT/TriC"	"4/626"	"26/7644"	0.159205359988128	0.601888585700646	0.5389474510018	"TUBA4A/TUBA1C/TUBB3/TUBB2A"	4
"M1"	"Chemokine receptors bind chemokines"	"Chemokine receptors bind chemokines"	"7/626"	"55/7644"	0.160341661579183	0.601888585700646	0.5389474510018	"CXCR4/CXCL12/CCL2/CX3CL1/CCL21/CXCL2/CXCL1"	7
"M1"	"Circadian Clock"	"Circadian Clock"	"7/626"	"55/7644"	0.160341661579183	0.601888585700646	0.5389474510018	"UBC/SREBF1/UBB/NR1D1/DBP/NCOA2/CLOCK"	7
"M1"	"Senescence-Associated Secretory Phenotype (SASP)"	"Senescence-Associated Secretory Phenotype (SASP)"	"9/626"	"76/7644"	0.167106694649261	0.62491597885818	0.559566806710336	"UBC/UBB/CDKN1A/FOS/CDK4/CDKN2D/HIST1H2BK/UBE2C/HIST2H2AA3"	9
"M1"	"Hexose transport"	"Hexose transport"	"6/626"	"46/7644"	0.171096544471483	0.637431111170072	0.570773197425642	"SLC2A1/HK2/SLC2A4/HK3/GCKR/SLC2A5"	6
"M1"	"NGF signalling via TRKA from the plasma membrane"	"NGF signalling via TRKA from the plasma membrane"	"21/626"	"206/7644"	0.173477064200328	0.643879290721068	0.576547073214574	"IL6ST/CDKN1A/PRKCA/MAPK13/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/FGFR2/SHC3/FGFR4/TRIB3/BRAF/ADCY4/DNM1/ADCY5/NTRK2/CDK1/FGF17/KIT"	21
"M1"	"Attenuation phase"	"Attenuation phase"	"4/626"	"27/7644"	0.175597717734975	0.644508660279113	0.577110627877521	"UBB/DNAJB1/HSPA1A/HSPA2"	4
"M1"	"Integrin alphaIIb beta3 signaling"	"Integrin alphaIIb beta3 signaling"	"4/626"	"27/7644"	0.175597717734975	0.644508660279113	0.577110627877521	"FN1/RAPGEF4/VWF/FGA"	4
"M1"	"Kinesins"	"Kinesins"	"4/626"	"27/7644"	0.175597717734975	0.644508660279113	0.577110627877521	"KIF5C/KIF22/KIF11/KIF20A"	4
"M1"	"cGMP effects"	"cGMP effects"	"3/626"	"18/7644"	0.178588665986697	0.65053992477007	0.5825111865539	"PDE2A/KCNMB4/PRKG1"	3
"M1"	"Tie2 Signaling"	"Tie2 Signaling"	"3/626"	"18/7644"	0.178588665986697	0.65053992477007	0.5825111865539	"GRB14/TEK/ANGPT2"	3
"M1"	"Interferon alpha/beta signaling"	"Interferon alpha/beta signaling"	"8/626"	"67/7644"	0.179866740047426	0.65053992477007	0.5825111865539	"EGR1/GBP2/IFI27/IFI6/SAMHD1/IRF6/ISG15/SOCS1"	8
"M1"	"Semaphorin interactions"	"Semaphorin interactions"	"8/626"	"67/7644"	0.179866740047426	0.65053992477007	0.5825111865539	"SEMA6A/PLXNB3/MYH11/DPYSL3/SEMA7A/DPYSL4/MYH14/PAK3"	8
"M1"	"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	"6/626"	"47/7644"	0.183551570585625	0.661453114364924	0.592283154081078	"UBC/UBB/KAT2A/MYC/TLE2/HDAC10"	6
"M1"	"Signaling by ERBB4"	"Signaling by ERBB4"	"16/626"	"154/7644"	0.192387610430428	0.670448299484773	0.600337688104162	"UBC/UBB/IL6ST/CDKN1A/EGFR/PDGFRA/FGFR1/CXCL12/FGFR2/FGFR4/TRIB3/CDK1/FGF17/KIT/PRL/GH1"	16
"M1"	"Acetylcholine regulates insulin secretion"	"Acetylcholine regulates insulin secretion"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"PRKCA/PLCB2"	2
"M1"	"Activation of the AP-1 family of transcription factors"	"Activation of the AP-1 family of transcription factors"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"FOS/MAPK10"	2
"M1"	"Adenylate cyclase activating pathway"	"Adenylate cyclase activating pathway"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"ADCY4/ADCY5"	2
"M1"	"E2F-enabled inhibition of pre-replication complex formation"	"E2F-enabled inhibition of pre-replication complex formation"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"CCNB1/CDK1"	2
"M1"	"ERK1 activation"	"ERK1 activation"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"IL6ST/CDK1"	2
"M1"	"Gap junction degradation"	"Gap junction degradation"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"GJA1/DNM1"	2
"M1"	"IRAK2 mediated activation of TAK1 complex"	"IRAK2 mediated activation of TAK1 complex"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"UBC/UBB"	2
"M1"	"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	"IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"UBC/UBB"	2
"M1"	"MASTL Facilitates Mitotic Progression"	"MASTL Facilitates Mitotic Progression"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"CCNB1/CDK1"	2
"M1"	"Methylation"	"Methylation"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"NNMT/MAT1A"	2
"M1"	"Reduction of cytosolic Ca++ levels"	"Reduction of cytosolic Ca++ levels"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"ATP2A3/ATP2B2"	2
"M1"	"Regulation of the Fanconi anemia pathway"	"Regulation of the Fanconi anemia pathway"	"2/626"	"10/7644"	0.194842694502134	0.670448299484773	0.600337688104162	"UBC/UBB"	2
"M1"	"Chaperonin-mediated protein folding"	"Chaperonin-mediated protein folding"	"6/626"	"48/7644"	0.196351860513113	0.67330343864531	0.602894257558019	"TUBA1B/KIF13A/TUBA4A/TUBA1C/TUBB3/TUBB2A"	6
"M1"	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	"Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants"	"3/626"	"19/7644"	0.20001476482487	0.674199428372267	0.603696551189995	"UBC/UBB/EGFR"	3
"M1"	"GABA synthesis, release, reuptake and degradation"	"GABA synthesis, release, reuptake and degradation"	"3/626"	"19/7644"	0.20001476482487	0.674199428372267	0.603696551189995	"ABAT/RAB3A/GAD1"	3
"M1"	"Other semaphorin interactions"	"Other semaphorin interactions"	"3/626"	"19/7644"	0.20001476482487	0.674199428372267	0.603696551189995	"SEMA6A/PLXNB3/SEMA7A"	3
"M1"	"Platelet calcium homeostasis"	"Platelet calcium homeostasis"	"3/626"	"19/7644"	0.20001476482487	0.674199428372267	0.603696551189995	"ITPR3/ATP2A3/ATP2B2"	3
"M1"	"Synthesis of PC"	"Synthesis of PC"	"3/626"	"19/7644"	0.20001476482487	0.674199428372267	0.603696551189995	"PCYT1A/CHKB/SLC44A5"	3
"M1"	"Oxidative Stress Induced Senescence"	"Oxidative Stress Induced Senescence"	"10/626"	"91/7644"	0.209342332620729	0.7005464177697	0.627288363885344	"UBC/UBB/MAP3K5/FOS/CDK4/CBX6/MAPK10/CDKN2D/HIST1H2BK/HIST2H2AA3"	10
"M1"	"SHC-mediated cascade"	"SHC-mediated cascade"	"4/626"	"29/7644"	0.209951852752372	0.7005464177697	0.627288363885344	"FGFR1/FGFR2/FGFR4/FGF17"	4
"M1"	"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	"YAP1- and WWTR1 (TAZ)-stimulated gene expression"	"4/626"	"29/7644"	0.209951852752372	0.7005464177697	0.627288363885344	"CTGF/NCOA2/WWTR1/GATA4"	4
"M1"	"Activation of GABAB receptors"	"Activation of GABAB receptors"	"5/626"	"39/7644"	0.21150818166104	0.701018755940102	0.627711308362108	"KCNJ5/GABBR1/ADCY4/ADCY5/GABBR2"	5
"M1"	"GABA B receptor activation"	"GABA B receptor activation"	"5/626"	"39/7644"	0.21150818166104	0.701018755940102	0.627711308362108	"KCNJ5/GABBR1/ADCY4/ADCY5/GABBR2"	5
"M1"	"Signaling by VEGF"	"Signaling by VEGF"	"12/626"	"113/7644"	0.213071183810533	0.703845143854128	0.630242133165893	"HSPB1/IL6ST/PRKCA/MAPK13/NRP2/ITPR3/FLT1/AXL/TRIB3/CAV1/CDK1/PAK3"	12
"M1"	"IGF1R signaling cascade"	"IGF1R signaling cascade"	"10/626"	"92/7644"	0.21900317706138	0.71536134066742	0.640554049798327	"IGF2/IL6ST/FGFR1/CAB39L/FGFR2/SHC3/FGFR4/TRIB3/CDK1/FGF17"	10
"M1"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"10/626"	"92/7644"	0.21900317706138	0.71536134066742	0.640554049798327	"IGF2/IL6ST/FGFR1/CAB39L/FGFR2/SHC3/FGFR4/TRIB3/CDK1/FGF17"	10
"M1"	"Orphan transporters"	"Orphan transporters"	"12/626"	"114/7644"	0.221779746782433	0.71536134066742	0.640554049798327	"S100A10/CYCS/PLAT/NCOA2/APOD/TUBB3/BEST1/TUBB2A/CRABP2/FABP6/SCO2/LCN2"	12
"M1"	"Chondroitin sulfate/dermatan sulfate metabolism"	"Chondroitin sulfate/dermatan sulfate metabolism"	"6/626"	"50/7644"	0.222894947746763	0.71536134066742	0.640554049798327	"DCN/VCAN/SDC1/SDC2/GPC4/GPC3"	6
"M1"	"Apoptotic cleavage of cell adhesion  proteins"	"Apoptotic cleavage of cell adhesion  proteins"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"DSP/DSG2"	2
"M1"	"Dermatan sulfate biosynthesis"	"Dermatan sulfate biosynthesis"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"DCN/VCAN"	2
"M1"	"Facilitative Na+-independent glucose transporters"	"Facilitative Na+-independent glucose transporters"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"SLC2A4/SLC2A5"	2
"M1"	"FGFR1c ligand binding and activation"	"FGFR1c ligand binding and activation"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"FGFR1/FGF17"	2
"M1"	"Hormone ligand-binding receptors"	"Hormone ligand-binding receptors"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"GNRHR2/GNRHR"	2
"M1"	"Nicotinate metabolism"	"Nicotinate metabolism"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"PTGIS/PTGS2"	2
"M1"	"Recruitment of NuMA to mitotic centrosomes"	"Recruitment of NuMA to mitotic centrosomes"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"CCNB1/CDK1"	2
"M1"	"Signaling by activated point mutants of FGFR1"	"Signaling by activated point mutants of FGFR1"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"FGFR1/FGF17"	2
"M1"	"Transport of organic anions"	"Transport of organic anions"	"2/626"	"11/7644"	0.22594157379304	0.71536134066742	0.640554049798327	"SLCO2A1/SLCO2B1"	2
"M1"	"Glucose transport"	"Glucose transport"	"5/626"	"40/7644"	0.22675610216464	0.715566922623847	0.640738133487603	"SLC2A1/HK2/SLC2A4/HK3/GCKR"	5
"M1"	"Adherens junctions interactions"	"Adherens junctions interactions"	"4/626"	"30/7644"	0.227793407419237	0.715566922623847	0.640738133487603	"CDH2/CDH11/CDH12/CDH4"	4
"M1"	"Cellular responses to stress"	"Cellular responses to stress"	"24/626"	"249/7644"	0.228172701865929	0.715566922623847	0.640738133487603	"UBC/SOD2/GPX3/UBB/MAP3K5/DNAJB1/GSTP1/CDKN1A/FOS/HSPA1A/CYCS/CDK4/CBX6/ID1/MAPK10/HIF3A/GPX8/HSPA2/CDKN2D/HIST1H2BK/UBE2C/EGLN3/CA9/HIST2H2AA3"	24
"M1"	"p75 NTR receptor-mediated signalling"	"p75 NTR receptor-mediated signalling"	"9/626"	"83/7644"	0.237275107022451	0.741765397663245	0.664196962377307	"UBC/SQSTM1/UBB/NGEF/PLEKHG5/NGFR/MCF2/FGD2/MAG"	9
"M1"	"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"	"5/626"	"41/7644"	0.242314613602572	0.749975316041615	0.671548347148634	"UBC/UBB/MYC/WWTR1/CCNT1"	5
"M1"	"Downstream signal transduction"	"Downstream signal transduction"	"16/626"	"161/7644"	0.243862401668418	0.749975316041615	0.671548347148634	"IL6ST/CDKN1A/PRKCA/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/FGFR2/FGFR4/TRIB3/ADCY4/ADCY5/CDK1/FGF17/KIT"	16
"M1"	"Aflatoxin activation and detoxification"	"Aflatoxin activation and detoxification"	"3/626"	"21/7644"	0.24444200512759	0.749975316041615	0.671548347148634	"MGST1/GGT5/CYP3A5"	3
"M1"	"Defective ACY1 causes encephalopathy"	"Defective ACY1 causes encephalopathy"	"3/626"	"21/7644"	0.24444200512759	0.749975316041615	0.671548347148634	"MGST1/GGT5/CYP3A5"	3
"M1"	"GRB2 events in EGFR signaling"	"GRB2 events in EGFR signaling"	"3/626"	"21/7644"	0.24444200512759	0.749975316041615	0.671548347148634	"IL6ST/EGFR/CDK1"	3
"M1"	"Signal transduction by L1"	"Signal transduction by L1"	"3/626"	"21/7644"	0.24444200512759	0.749975316041615	0.671548347148634	"NCAM1/EGFR/FGFR1"	3
"M1"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels"	"2/626"	"12/7644"	0.257353764208991	0.77519021377237	0.694126454097518	"CACNA2D1/CACNB2"	2
"M1"	"ERK activation"	"ERK activation"	"2/626"	"12/7644"	0.257353764208991	0.77519021377237	0.694126454097518	"IL6ST/CDK1"	2
"M1"	"Membrane binding and targetting of GAG proteins"	"Membrane binding and targetting of GAG proteins"	"2/626"	"12/7644"	0.257353764208991	0.77519021377237	0.694126454097518	"UBC/UBB"	2
"M1"	"Peptide hormone biosynthesis"	"Peptide hormone biosynthesis"	"2/626"	"12/7644"	0.257353764208991	0.77519021377237	0.694126454097518	"INHA/POMC"	2
"M1"	"Synthesis And Processing Of GAG, GAGPOL Polyproteins"	"Synthesis And Processing Of GAG, GAGPOL Polyproteins"	"2/626"	"12/7644"	0.257353764208991	0.77519021377237	0.694126454097518	"UBC/UBB"	2
"M1"	"Synthesis of PE"	"Synthesis of PE"	"2/626"	"12/7644"	0.257353764208991	0.77519021377237	0.694126454097518	"CHKB/ETNK2"	2
"M1"	"Netrin-1 signaling"	"Netrin-1 signaling"	"5/626"	"42/7644"	0.258146950771206	0.775223115800804	0.694155915470899	"ABLIM1/SLIT2/SLIT3/MYO10/UNC5C"	5
"M1"	"Cell junction organization"	"Cell junction organization"	"9/626"	"85/7644"	0.259044766171588	0.775569073341522	0.694465695285892	"CLDN1/CDH2/LIMS1/LAMB3/CDH11/FLNC/CLDN11/CDH12/CDH4"	9
"M1"	"Signaling by NOTCH2"	"Signaling by NOTCH2"	"4/626"	"32/7644"	0.264506178227919	0.781903014153109	0.700137278592672	"UBC/UBB/MDK/DLL4"	4
"M1"	"Signaling by Robo receptor"	"Signaling by Robo receptor"	"4/626"	"32/7644"	0.264506178227919	0.781903014153109	0.700137278592672	"SLIT2/ROBO3/PAK6/PAK3"	4
"M1"	"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	"4/626"	"32/7644"	0.264506178227919	0.781903014153109	0.700137278592672	"IL6ST/PRKCA/ITPR3/CDK1"	4
"M1"	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"	"3/626"	"22/7644"	0.267214076513342	0.781903014153109	0.700137278592672	"POLR2I/TDGF1/POLR2F"	3
"M1"	"SHC-mediated signalling"	"SHC-mediated signalling"	"3/626"	"22/7644"	0.267214076513342	0.781903014153109	0.700137278592672	"IL6ST/SHC3/CDK1"	3
"M1"	"SHC1 events in EGFR signaling"	"SHC1 events in EGFR signaling"	"3/626"	"22/7644"	0.267214076513342	0.781903014153109	0.700137278592672	"IL6ST/EGFR/CDK1"	3
"M1"	"Signalling to p38 via RIT and RIN"	"Signalling to p38 via RIT and RIN"	"3/626"	"22/7644"	0.267214076513342	0.781903014153109	0.700137278592672	"IL6ST/BRAF/CDK1"	3
"M1"	"DAP12 signaling"	"DAP12 signaling"	"16/626"	"164/7644"	0.267472373156311	0.781903014153109	0.700137278592672	"IL6ST/CDKN1A/PRKCA/ITPR3/EGFR/PDGFRA/FGFR1/PRKAR2A/FGFR2/FGFR4/TRIB3/ADCY4/ADCY5/CDK1/FGF17/KIT"	16
"M1"	"Mitotic Prometaphase"	"Mitotic Prometaphase"	"11/626"	"108/7644"	0.268754003910004	0.783338876102395	0.701422988532921	"RPS27/TAOK1/CCNB1/CENPF/CENPN/CDK1/CDC20/BIRC5/NCAPG/CCNB2/BUB1"	11
"M1"	"Protein folding"	"Protein folding"	"6/626"	"54/7644"	0.279063958944911	0.81100405664049	0.726195145518013	"TUBA1B/KIF13A/TUBA4A/TUBA1C/TUBB3/TUBB2A"	6
"M1"	"Stimuli-sensing channels"	"Stimuli-sensing channels"	"10/626"	"98/7644"	0.280313031667708	0.8122520888383	0.72731266757734	"UBC/UBB/SGK1/MCOLN3/SCNN1A/MCOLN2/WNK3/WNK2/CLCN4/BEST1"	10
"M1"	"Sialic acid metabolism"	"Sialic acid metabolism"	"4/626"	"33/7644"	0.283260278947534	0.817818350216045	0.732296849787165	"CTSA/NEU3/NANS/ST6GALNAC5"	4
"M1"	"Downregulation of ERBB2:ERBB3 signaling"	"Downregulation of ERBB2:ERBB3 signaling"	"2/626"	"13/7644"	0.288819834882945	0.817818350216045	0.732296849787165	"UBC/UBB"	2
"M1"	"FGFR2c ligand binding and activation"	"FGFR2c ligand binding and activation"	"2/626"	"13/7644"	0.288819834882945	0.817818350216045	0.732296849787165	"FGFR2/FGF17"	2
"M1"	"FGFR4 ligand binding and activation"	"FGFR4 ligand binding and activation"	"2/626"	"13/7644"	0.288819834882945	0.817818350216045	0.732296849787165	"FGFR4/FGF17"	2
"M1"	"Platelet Adhesion to exposed collagen"	"Platelet Adhesion to exposed collagen"	"2/626"	"13/7644"	0.288819834882945	0.817818350216045	0.732296849787165	"VWF/ITGA2"	2
"M1"	"Signaling by Activin"	"Signaling by Activin"	"2/626"	"13/7644"	0.288819834882945	0.817818350216045	0.732296849787165	"FSTL3/FST"	2
"M1"	"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	"Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)"	"2/626"	"13/7644"	0.288819834882945	0.817818350216045	0.732296849787165	"DPP4/GATA4"	2
"M1"	"Signaling by SCF-KIT"	"Signaling by SCF-KIT"	"14/626"	"144/7644"	0.289954506706816	0.817818350216045	0.732296849787165	"IL6ST/CDKN1A/PRKCA/EGFR/PDGFRA/FGFR1/FGFR2/FGFR4/TRIB3/FER/SOCS1/CDK1/FGF17/KIT"	14
"M1"	"ARMS-mediated activation"	"ARMS-mediated activation"	"3/626"	"23/7644"	0.290215900233071	0.817818350216045	0.732296849787165	"IL6ST/BRAF/CDK1"	3
"M1"	"Signalling to ERKs"	"Signalling to ERKs"	"5/626"	"44/7644"	0.290486437210946	0.817818350216045	0.732296849787165	"IL6ST/MAPK13/SHC3/BRAF/CDK1"	5
"M1"	"Ion channel transport"	"Ion channel transport"	"16/626"	"167/7644"	0.291863650436687	0.819367925163618	0.73368438144663	"UBC/UBB/SGK1/ATP1B1/MCOLN3/ATP2A3/ATP10A/SCNN1A/MCOLN2/WNK3/WNK2/CLCN4/BEST1/ATP8A2/ATP1A2/ATP2B2"	16
"M1"	"Signaling by NOTCH"	"Signaling by NOTCH"	"12/626"	"122/7644"	0.296102703351	0.828920279719891	0.742237820175121	"DLK1/UBC/UBB/KAT2A/DNER/CCND1/MDK/MYC/ATP2A3/TLE2/DLL4/HDAC10"	12
"M1"	"Resolution of Sister Chromatid Cohesion"	"Resolution of Sister Chromatid Cohesion"	"10/626"	"100/7644"	0.3018012131539	0.838890847312655	0.751165738259672	"RPS27/TAOK1/CCNB1/CENPF/CENPN/CDK1/CDC20/BIRC5/CCNB2/BUB1"	10
"M1"	"EPHA-mediated growth cone collapse"	"EPHA-mediated growth cone collapse"	"4/626"	"34/7644"	0.302203867296285	0.838890847312655	0.751165738259672	"NGEF/MYH11/EFNA3/MYH14"	4
"M1"	"Signalling to RAS"	"Signalling to RAS"	"4/626"	"34/7644"	0.302203867296285	0.838890847312655	0.751165738259672	"IL6ST/MAPK13/SHC3/CDK1"	4
"M1"	"IRS-related events triggered by IGF1R"	"IRS-related events triggered by IGF1R"	"9/626"	"89/7644"	0.304304599790105	0.842362732938531	0.754274559315079	"IGF2/IL6ST/FGFR1/CAB39L/FGFR2/FGFR4/TRIB3/CDK1/FGF17"	9
"M1"	"NRAGE signals death through JNK"	"NRAGE signals death through JNK"	"5/626"	"45/7644"	0.306921120016721	0.84723908060326	0.758640973974771	"NGEF/PLEKHG5/NGFR/MCF2/FGD2"	5
"M1"	"Pyrimidine metabolism"	"Pyrimidine metabolism"	"3/626"	"24/7644"	0.313348944484139	0.860190592752859	0.77023811109529	"TYMP/TYMS/TK1"	3
"M1"	"REV-ERBA represses gene expression"	"REV-ERBA represses gene expression"	"3/626"	"24/7644"	0.313348944484139	0.860190592752859	0.77023811109529	"NR1D1/NCOA2/CLOCK"	3
"M1"	"Platelet homeostasis"	"Platelet homeostasis"	"8/626"	"79/7644"	0.318853407323914	0.861757330135461	0.771641010467039	"PDE2A/ITPR3/ATP2A3/KCNMB4/PRKG1/PLA2G4A/GUCY1A2/ATP2B2"	8
"M1"	"Adenylate cyclase inhibitory pathway"	"Adenylate cyclase inhibitory pathway"	"2/626"	"14/7644"	0.320120623811452	0.861757330135461	0.771641010467039	"ADCY4/ADCY5"	2
"M1"	"CS/DS degradation"	"CS/DS degradation"	"2/626"	"14/7644"	0.320120623811452	0.861757330135461	0.771641010467039	"DCN/VCAN"	2
"M1"	"FGFR1 ligand binding and activation"	"FGFR1 ligand binding and activation"	"2/626"	"14/7644"	0.320120623811452	0.861757330135461	0.771641010467039	"FGFR1/FGF17"	2
